#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: 1984-10-31 to 2025-11-25
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 679: Paradise, WA
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth                  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           SNWD          Total snow depth                                                                                   
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Observed    Value       None           Instantaneous - Start of Day  N/A        Degrees fahrenheit  N/A           TOBS          Instantaneously observed air temperature                                                           
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  K      Estimate            Estimate
#  C      Correction          A different equation has been applied to the original sensor voltage
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
#  M      Missing             Value is missing
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Paradise (679) 
# Washington  SNOTEL Site - 5150 ft
# Reporting Frequency: Daily; Date Range: 1984-10-31 to 2025-11-25
#
# As of: Nov 25, 2025, 2:29:36 PM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Snow Depth (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Observed (degF) Start of Day Values
2007-03-28,68.8,,102.4,22.1
2007-03-29,69.0,,102.7,28.8
2007-03-30,69.2,137,102.7,39.0
2007-03-31,68.9,136,102.7,32.4
2007-04-01,69.3,136,102.7,19.8
2007-04-02,69.5,,102.9,18.3
2007-04-03,69.8,,103.0,14.7
2007-04-04,70.1,135,103.1,32.7
2007-04-05,70.1,135,103.3,36.9
2007-04-06,70.2,134,103.3,40.8
2007-04-07,70.8,132,103.3,46.4
2007-04-08,70.8,129,103.6,35.6
2007-04-09,70.4,129,103.9,31.6
2007-04-10,71.3,,104.9,23.2
2007-04-11,71.4,136,105.3,24.8
2007-04-12,71.3,,105.4,23.2
2007-04-13,71.2,,105.4,27.0
2007-04-14,71.9,140,105.9,33.8
2007-04-15,72.0,,106.2,24.1
2007-04-16,71.9,137,106.2,27.0
2007-04-17,72.3,,106.5,26.8
2007-04-18,72.7,,106.8,24.4
2007-04-19,72.8,,107.0,23.9
2007-04-20,72.9,134,107.0,22.6
2007-04-21,72.9,138,107.0,26.4
2007-04-22,72.9,138,107.1,32.2
2007-04-23,73.0,138,107.2,29.7
2007-04-24,73.1,135,107.3,34.5
2007-04-25,74.0,134,107.4,32.5
2007-04-26,74.1,130,107.4,30.4
2007-04-27,74.3,133,107.5,34.2
2007-04-28,74.4,131,107.5,37.0
2007-04-29,74.1,126,107.5,37.0
2007-04-30,73.5,128,107.5,27.7
2007-05-01,72.9,124,107.6,32.4
2007-05-02,72.8,127,107.6,39.6
2007-05-03,73.1,127,108.3,25.0
2007-05-04,72.9,127,108.4,25.7
2007-05-05,73.5,127,109.0,25.7
2007-05-06,73.4,128,109.1,30.4
2007-05-07,74.2,127,109.6,39.6
2007-05-08,73.4,124,109.6,43.2
2007-05-09,72.6,123,109.6,28.4
2007-05-10,71.8,120,109.6,36.9
2007-05-11,71.2,119,109.6,35.8
2007-05-12,70.4,116,109.6,42.1
2007-05-13,70.0,114,109.7,30.4
2007-05-14,70.0,114,110.0,32.7
2007-05-15,69.7,114,110.0,47.7
2007-05-16,68.7,112,110.0,42.6
2007-05-17,67.6,110,110.0,34.2
2007-05-18,66.8,100,110.0,32.7
2007-05-19,66.2,104,110.0,37.0
2007-05-20,65.5,105,110.1,31.6
2007-05-21,65.9,105,110.5,27.7
2007-05-22,65.9,107,111.1,31.6
2007-05-23,65.8,104,111.1,32.2
2007-05-24,65.3,98,111.1,35.8
2007-05-25,64.5,100,111.1,45.3
2007-05-26,63.6,97,111.1,44.4
2007-05-27,62.6,93,111.1,40.1
2007-05-28,62.0,93,111.1,28.8
2007-05-29,61.5,93,111.2,44.4
2007-05-30,60.2,90,111.2,49.3
2007-05-31,58.8,85,111.2,49.5
2007-06-01,57.4,82,111.2,48.9
2007-06-02,56.0,79,111.2,51.1
2007-06-03,54.0,75,111.2,59.7
2007-06-04,52.0,70,111.2,50.4
2007-06-05,50.8,67,111.4,42.6
2007-06-06,50.0,62,111.6,30.7
2007-06-07,49.1,66,111.6,31.8
2007-06-08,49.1,64,112.0,35.6
2007-06-09,48.1,65,112.0,39.4
2007-06-10,47.7,54,112.8,40.3
2007-06-11,46.5,55,112.9,31.6
2007-06-12,45.8,57,112.9,32.2
2007-06-13,44.5,55,112.9,43.0
2007-06-14,42.8,56,112.9,34.2
2007-06-15,41.5,51,113.0,44.4
2007-06-16,40.8,50,113.1,39.0
2007-06-17,40.2,48,113.4,35.2
2007-06-18,39.7,48,113.7,35.8
2007-06-19,39.0,45,113.7,38.7
2007-06-20,37.0,42,113.7,49.5
2007-06-21,35.1,35,113.7,46.6
2007-06-22,33.1,35,113.7,43.0
2007-06-23,31.8,32,113.7,34.3
2007-06-24,30.6,24,113.7,34.9
2007-06-25,30.6,31,114.3,30.6
2007-06-26,29.9,28,114.4,45.0
2007-06-27,27.9,19,114.4,48.9
2007-06-28,26.3,19,114.4,46.8
2007-06-29,24.9,23,114.9,45.5
2007-06-30,23.6,16,114.9,36.3
2007-07-01,21.7,17,114.9,47.5
2007-07-02,20.1,15,114.9,44.4
2007-07-03,17.8,7,114.9,47.3
2007-07-04,15.8,0,115.1,55.9
2007-07-05,13.2,0,115.1,60.1
2007-07-06,10.2,0,115.1,50.7
2007-07-07,7.1,0,115.1,47.7
2007-07-08,3.1,0,115.1,44.6
2007-07-09,1.4,0,115.1,48.2
2007-07-10,0.0,0,115.1,63.1
2007-07-11,0.0,0,115.1,69.4
2007-07-12,0.0,0,115.1,63.9
2007-07-13,0.0,0,115.1,57.9
2007-07-14,0.0,0,115.1,53.6
2007-07-15,0.0,0,115.1,56.1
2007-07-16,0.0,0,115.1,49.3
2007-07-17,0.0,0,115.1,52.0
2007-07-18,0.0,0,115.1,50.4
2007-07-19,0.0,0,115.5,44.4
2007-07-20,0.0,0,115.5,45.9
2007-07-21,0.0,0,116.1,46.0
2007-07-22,0.0,0,116.2,52.9
2007-07-23,0.0,0,116.2,57.2
2007-07-24,0.0,0,116.2,47.1
2007-07-25,0.0,0,116.2,40.6
2007-07-26,0.0,0,116.2,53.4
2007-07-27,0.0,0,116.2,48.9
2007-07-28,0.0,0,116.2,47.3
2007-07-29,0.0,0,116.2,49.3
2007-07-30,0.0,0,116.2,43.2
2007-07-31,0.0,0,116.2,44.4
2007-08-01,0.0,0,116.2,55.4
2007-08-02,0.0,0,116.2,58.8
2007-08-03,0.0,0,116.2,47.3
2007-08-04,0.0,0,116.2,44.1
2007-08-05,0.0,0,116.2,44.1
2007-08-06,0.0,0,116.2,49.5
2007-08-07,0.0,0,116.2,46.4
2007-08-08,0.0,0,116.2,45.7
2007-08-09,0.0,0,116.2,40.3
2007-08-10,0.0,0,116.2,39.9
2007-08-11,0.0,0,116.2,46.0
2007-08-12,0.0,0,116.2,43.2
2007-08-13,0.0,0,116.2,42.4
2007-08-14,0.0,0,116.2,52.5
2007-08-15,0.0,0,116.2,58.5
2007-08-16,0.0,0,116.2,54.1
2007-08-17,0.0,0,116.2,42.3
2007-08-18,0.0,0,116.2,42.1
2007-08-19,0.0,0,116.3,44.2
2007-08-20,0.0,0,116.6,41.0
2007-08-21,0.0,0,116.9,46.4
2007-08-22,0.0,0,117.0,47.8
2007-08-23,0.0,0,117.0,44.8
2007-08-24,0.0,0,117.0,49.6
2007-08-25,0.0,0,117.0,46.2
2007-08-26,0.0,0,117.0,42.1
2007-08-27,0.0,0,117.0,40.1
2007-08-28,0.0,0,117.0,42.8
2007-08-29,0.0,0,117.0,55.8
2007-08-30,0.0,0,117.0,63.5
2007-08-31,0.0,0,117.0,53.2
2007-09-01,0.0,0,117.0,42.4
2007-09-02,0.0,0,117.0,48.2
2007-09-03,0.0,0,117.0,50.4
2007-09-04,0.0,0,117.0,53.6
2007-09-05,0.0,0,117.0,46.6
2007-09-06,0.0,0,117.0,47.3
2007-09-07,0.0,0,117.0,43.7
2007-09-08,0.0,0,117.0,47.1
2007-09-09,0.0,0,117.0,50.2
2007-09-10,0.0,0,117.0,55.2
2007-09-11,0.0,0,117.0,63.0
2007-09-12,0.0,0,117.0,52.9
2007-09-13,0.0,0,117.0,57.4
2007-09-14,0.0,0,117.0,47.8
2007-09-15,0.0,0,117.0,43.7
2007-09-16,0.0,0,117.0,42.3
2007-09-17,0.0,0,117.1,41.2
2007-09-18,0.0,0,117.1,32.4
2007-09-19,0.0,0,117.1,31.8
2007-09-20,0.0,0,117.2,37.4
2007-09-21,0.0,0,117.2,35.6
2007-09-22,0.0,0,117.3,43.5
2007-09-23,0.0,0,117.3,31.8
2007-09-24,0.0,0,117.3,31.6
2007-09-25,0.0,0,117.3,36.9
2007-09-26,0.0,0,117.4,37.0
2007-09-27,0.0,0,117.4,48.2
2007-09-28,0.0,0,117.4,37.0
2007-09-29,0.0,0,117.4,29.5
2007-09-30,0.2,1,117.8,32.9
2007-10-01,0.2,1,0.0,32.9
2007-10-02,0.0,0,0.5,33.3
2007-10-03,0.2,0,2.6,31.6
2007-10-04,0.9,0,3.2,28.8
2007-10-05,0.8,0,3.5,25.7
2007-10-06,0.8,2,3.6,28.4
2007-10-07,1.1,3,4.7,40.5
2007-10-08,0.7,1,5.1,31.5
2007-10-09,0.5,0,5.2,44.1
2007-10-10,0.1,0,5.3,46.2
2007-10-11,0.0,0,5.4,30.4
2007-10-12,0.1,0,5.5,36.5
2007-10-13,0.2,0,5.8,36.0
2007-10-14,0.2,0,5.8,45.7
2007-10-15,0.1,0,5.9,48.0
2007-10-16,0.2,0,5.9,34.0
2007-10-17,0.2,0,5.9,26.2
2007-10-18,0.5,0,6.4,28.4
2007-10-19,1.0,4,7.2,32.7
2007-10-20,1.2,6,7.8,28.0
2007-10-21,2.8,14,9.1,29.7
2007-10-22,3.0,15,10.0,32.2
2007-10-23,2.6,9,10.5,47.1
2007-10-24,2.4,10,10.5,53.4
2007-10-25,2.1,5,10.5,27.5
2007-10-26,1.8,5,10.5,29.7
2007-10-27,1.9,7,10.5,45.5
2007-10-28,1.9,6,10.5,42.6
2007-10-29,1.9,4,10.5,40.3
2007-10-30,2.0,4,10.5,30.7
2007-10-31,1.9,4,10.5,35.1
2007-11-01,1.9,5,10.5,30.4
2007-11-02,1.8,7,10.5,31.5
2007-11-03,3.4,7,10.5,32.9
2007-11-04,2.1,4,10.5,37.0
2007-11-05,1.5,2,10.5,40.8
2007-11-06,1.4,1,10.5,45.7
2007-11-07,1.3,2,10.5,40.1
2007-11-08,1.2,3,10.5,39.4
2007-11-09,0.9,3,10.5,43.7
2007-11-10,0.8,3,11.0,38.3
2007-11-11,1.2,3,11.6,28.0
2007-11-12,1.2,3,11.9,28.4
2007-11-13,1.9,3,13.1,25.0
2007-11-14,2.4,3,13.5,26.4
2007-11-15,2.5,6,13.9,39.0
2007-11-16,2.3,5,14.8,36.3
2007-11-17,1.9,5,15.5,34.2
2007-11-18,2.0,5,16.1,25.7
2007-11-19,2.4,5,16.5,25.5
2007-11-20,2.5,5,16.8,21.4
2007-11-21,2.5,5,16.8,23.0
2007-11-22,2.8,7,16.8,25.7
2007-11-23,3.1,8,17.0,32.0
2007-11-24,3.5,8,17.0,35.2
2007-11-25,3.6,8,17.0,24.4
2007-11-26,4.4,12,17.0,36.0
2007-11-27,5.5,16,17.6,24.4
2007-11-28,5.6,21,18.3,22.5
2007-11-29,5.8,31,18.7,21.7
2007-11-30,6.4,27,19.3,18.7
2007-12-01,6.3,28,19.3,14.7
2007-12-02,7.1,30,19.9,21.7
2007-12-03,9.9,56,21.4,31.6
2007-12-04,9.0,38,26.0,38.3
2007-12-05,8.8,25,26.6,30.0
2007-12-06,8.9,30,26.6,24.3
2007-12-07,9.3,35,27.0,25.9
2007-12-08,9.5,30,27.2,20.8
2007-12-09,9.6,35,27.3,20.8
2007-12-10,9.9,,27.6,21.9
2007-12-11,10.0,,27.7,25.7
2007-12-12,10.2,,27.9,25.0
2007-12-13,10.4,,28.1,21.2
2007-12-14,11.1,,28.8,22.1
2007-12-15,11.5,,29.2,27.5
2007-12-16,12.5,,30.2,24.4
2007-12-17,13.1,,30.8,25.3
2007-12-18,14.0,,31.7,25.7
2007-12-19,15.7,,33.4,24.6
2007-12-20,17.9,,35.6,25.0
2007-12-21,19.0,,36.7,17.4
2007-12-22,19.4,,37.1,20.1
2007-12-23,20.6,73,38.3,24.3
2007-12-24,22.3,,40.0,23.2
2007-12-25,23.4,75,41.1,18.7
2007-12-26,24.9,91,42.6,19.6
2007-12-27,26.5,,44.2,16.2
2007-12-28,27.9,92,45.6,22.1
2007-12-29,29.9,,47.6,19.0
2007-12-30,31.3,,49.0,18.3
2007-12-31,33.9,111,51.6,18.7
2008-01-01,34.4,107,52.1,21.2
2008-01-02,34.8,107,52.5,36.5
2008-01-03,36.0,112,53.7,29.5
2008-01-04,36.8,114,54.5,29.1
2008-01-05,38.0,117,55.7,25.5
2008-01-06,39.1,120,56.8,18.9
2008-01-07,39.5,124,57.2,19.6
2008-01-08,40.0,126,57.7,19.2
2008-01-09,42.5,130,60.2,20.3
2008-01-10,43.4,131,61.1,26.4
2008-01-11,45.5,139,63.2,27.9
2008-01-12,46.6,137,64.3,25.2
2008-01-13,47.2,130,64.9,25.9
2008-01-14,47.2,131,64.9,29.5
2008-01-15,47.8,131,65.5,14.2
2008-01-16,47.9,131,65.5,11.8
2008-01-17,48.0,125,65.5,21.0
2008-01-18,48.2,124,65.5,20.8
2008-01-19,48.3,123,65.5,24.1
2008-01-20,49.1,125,65.5,21.2
2008-01-21,49.3,127,65.7,8.6
2008-01-22,49.6,132,66.0,17.1
2008-01-23,49.6,131,66.0,27.0
2008-01-24,49.6,130,66.0,24.8
2008-01-25,49.5,129,66.0,16.2
2008-01-26,49.6,127,66.0,24.1
2008-01-27,50.7,130,67.1,23.2
2008-01-28,50.8,132,67.2,14.4
2008-01-29,51.8,138,68.2,17.8
2008-01-30,53.6,154,70.0,16.3
2008-01-31,55.1,154,71.5,24.1
2008-02-01,56.9,164,73.3,20.8
2008-02-02,58.1,173,74.5,18.3
2008-02-03,58.8,170,75.2,16.0
2008-02-04,59.0,169,75.4,17.4
2008-02-05,59.2,169,75.6,21.2
2008-02-06,61.6,171,78.0,19.2
2008-02-07,63.6,183,80.0,24.8
2008-02-08,66.4,187,82.8,23.0
2008-02-09,70.8,207,87.2,29.5
2008-02-10,71.9,196,88.3,31.6
2008-02-11,73.5,193,88.3,25.0
2008-02-12,73.8,192,88.3,28.8
2008-02-13,74.4,187,88.3,21.0
2008-02-14,74.9,188,88.3,14.7
2008-02-15,75.0,185,88.3,27.9
2008-02-16,75.3,183,88.3,27.3
2008-02-17,75.6,184,88.3,22.5
2008-02-18,75.7,182,88.3,36.9
2008-02-19,75.8,178,88.3,38.5
2008-02-20,75.8,176,88.3,30.4
2008-02-21,75.8,176,88.3,27.7
2008-02-22,76.1,174,88.6,30.0
2008-02-23,76.1,172,88.6,23.9
2008-02-24,76.1,173,88.6,30.0
2008-02-25,76.2,170,88.6,30.0
2008-02-26,76.7,173,88.6,25.0
2008-02-27,76.8,172,88.6,34.7
2008-02-28,76.9,171,88.6,32.7
2008-02-29,76.8,168,88.6,38.1
2008-03-01,77.4,172,89.1,24.6
2008-03-02,78.5,181,90.4,21.6
2008-03-03,78.7,176,90.4,21.4
2008-03-04,80.1,182,90.9,21.9
2008-03-05,80.9,184,91.1,16.7
2008-03-06,81.1,182,91.4,35.6
2008-03-07,81.2,180,91.5,29.7
2008-03-08,81.3,180,91.6,29.5
2008-03-09,81.6,179,91.8,24.4
2008-03-10,81.4,176,91.9,39.0
2008-03-11,76.7,171,92.2,29.7
2008-03-12,74.9,172,93.0,21.0
2008-03-13,76.5,169,93.2,27.7
2008-03-14,79.5,186,94.4,25.3
2008-03-15,81.3,187,95.1,22.5
2008-03-16,82.4,188,96.2,24.3
2008-03-17,83.3,191,97.1,24.4
2008-03-18,84.3,188,98.1,27.1
2008-03-19,85.1,188,98.9,20.3
2008-03-20,85.8,189,99.6,21.6
2008-03-21,86.9,191,100.7,19.8
2008-03-22,87.5,191,101.3,16.5
2008-03-23,88.0,192,101.8,32.4
2008-03-24,89.3,192,103.1,16.2
2008-03-25,89.6,194,103.4,12.9
2008-03-26,90.2,196,104.0,22.5
2008-03-27,91.5,208,105.3,15.4
2008-03-28,92.3,206,106.1,16.7
2008-03-29,94.5,228,108.3,25.2
2008-03-30,95.5,224,109.3,25.9
2008-03-31,95.9,220,109.7,26.4
2008-04-01,96.2,216,110.0,28.2
2008-04-02,96.5,212,110.3,24.8
2008-04-03,96.7,208,110.5,21.6
2008-04-04,96.9,205,110.7,27.0
2008-04-05,97.7,211,111.5,21.4
2008-04-06,98.1,210,111.9,25.9
2008-04-07,99.0,212,112.8,23.2
2008-04-08,100.1,219,113.9,28.8
2008-04-09,100.4,217,114.0,29.1
2008-04-10,100.6,213,114.2,27.3
2008-04-11,101.0,211,114.3,27.3
2008-04-12,101.3,205,114.7,42.3
2008-04-13,101.8,200,115.1,44.1
2008-04-14,100.6,196,115.1,30.0
2008-04-15,100.4,202,115.2,18.0
2008-04-16,101.4,200,115.5,23.0
2008-04-17,101.7,200,116.0,28.4
2008-04-18,101.8,198,116.0,23.9
2008-04-19,102.4,200,116.1,15.6
2008-04-20,103.3,206,116.4,14.0
2008-04-21,103.7,205,116.4,17.1
2008-04-22,104.2,205,116.5,20.7
2008-04-23,104.6,205,116.5,29.1
2008-04-24,105.0,206,117.0,25.5
2008-04-25,105.4,207,117.1,22.1
2008-04-26,105.4,205,117.1,21.4
2008-04-27,105.5,201,117.1,37.9
2008-04-28,104.6,198,117.1,36.7
2008-04-29,104.5,196,117.1,27.0
2008-04-30,104.3,196,117.3,20.8
2008-05-01,104.5,196,117.5,23.4
2008-05-02,104.6,194,117.6,32.9
2008-05-03,104.4,192,117.7,33.4
2008-05-04,104.2,191,117.8,30.9
2008-05-05,104.1,189,117.8,37.4
2008-05-06,104.4,186,117.8,34.5
2008-05-07,104.4,185,117.9,30.7
2008-05-08,103.9,184,117.9,24.1
2008-05-09,103.9,184,118.0,26.4
2008-05-10,103.8,183,118.1,35.8
2008-05-11,104.2,182,118.3,29.5
2008-05-12,105.7,183,118.7,26.6
2008-05-13,105.4,183,118.9,31.5
2008-05-14,107.9,182,120.3,38.3
2008-05-15,108.8,177,121.8,39.6
2008-05-16,106.6,175,121.8,57.4
2008-05-17,106.4,170,121.8,58.6
2008-05-18,103.7,166,121.8,50.7
2008-05-19,101.0,163,121.8,43.0
2008-05-20,99.3,160,121.8,48.2
2008-05-21,98.5,160,122.3,29.1
2008-05-22,98.7,167,123.6,28.8
2008-05-23,98.4,165,123.6,31.6
2008-05-24,98.0,161,123.7,41.2
2008-05-25,98.6,158,123.9,40.5
2008-05-26,97.0,156,124.0,45.9
2008-05-27,96.4,154,124.7,38.8
2008-05-28,94.1,151,124.7,43.9
2008-05-29,93.1,149,124.8,38.7
2008-05-30,92.0,147,124.9,30.7
2008-05-31,91.4,145,124.9,40.6
2008-06-01,90.7,144,124.9,37.9
2008-06-02,90.3,140,125.0,31.8
2008-06-03,89.9,140,125.1,35.8
2008-06-04,90.4,140,125.9,30.0
2008-06-05,90.1,138,126.2,32.4
2008-06-06,90.4,140,126.7,30.0
2008-06-07,91.8,152,127.9,31.6
2008-06-08,92.1,150,128.6,31.8
2008-06-09,92.1,145,128.6,37.4
2008-06-10,93.2,153,129.2,25.2
2008-06-11,94.6,157,130.6,31.6
2008-06-12,95.7,154,131.5,31.3
2008-06-13,95.1,149,131.5,37.9
2008-06-14,95.0,147,131.5,31.8
2008-06-15,94.4,145,131.5,34.2
2008-06-16,93.7,,131.5,38.8
2008-06-17,92.9,,131.5,38.3
2008-06-18,92.3,,131.5,34.0
2008-06-19,91.5,,131.5,34.9
2008-06-20,90.5,,131.5,47.1
2008-06-21,89.4,,131.5,55.9
2008-06-22,88.3,,131.5,41.4
2008-06-23,87.4,,131.5,35.8
2008-06-24,86.7,,131.5,34.0
2008-06-25,85.7,120,131.5,38.3
2008-06-26,84.9,115,131.5,38.7
2008-06-27,83.8,113,131.5,39.6
2008-06-28,82.7,116,131.5,59.4
2008-06-29,79.9,111,131.5,63.5
2008-06-30,77.8,104,132.8,57.2
2008-07-01,74.2,100,132.8,55.2
2008-07-02,72.0,96,132.8,59.4
2008-07-03,69.9,91,133.3,55.8
2008-07-04,67.3,88,133.6,46.4
2008-07-05,65.8,84,133.6,44.4
2008-07-06,64.5,81,134.1,44.8
2008-07-07,63.4,79,134.1,39.6
2008-07-08,61.3,77,134.1,44.6
2008-07-09,59.2,76,134.1,53.1
2008-07-10,57.0,71,134.1,44.6
2008-07-11,55.1,64,134.1,41.4
2008-07-12,53.3,67,134.1,54.9
2008-07-13,50.7,61,134.1,55.2
2008-07-14,48.4,57,134.1,49.8
2008-07-15,46.4,51,134.1,51.4
2008-07-16,44.2,44,134.1,47.5
2008-07-17,42.3,44,134.1,46.2
2008-07-18,40.5,41,134.1,42.6
2008-07-19,38.5,38,134.1,42.8
2008-07-20,36.5,35,134.1,49.3
2008-07-21,34.6,31,134.1,50.2
2008-07-22,32.7,,134.1,46.6
2008-07-23,31.6,,134.2,38.5
2008-07-24,30.5,,134.2,39.0
2008-07-25,28.6,,134.3,55.0
2008-07-26,26.7,17,134.3,44.4
2008-07-27,25.2,,134.3,46.8
2008-07-28,23.8,6,134.3,41.2
2008-07-29,22.2,,134.3,48.9
2008-07-30,21.2,,134.7,40.1
2008-07-31,20.0,7,134.7,42.1
2008-08-01,18.7,,135.0,44.8
2008-08-02,17.0,,135.4,39.9
2008-08-03,15.9,,135.4,39.2
2008-08-04,14.1,,135.4,53.1
2008-08-05,12.0,,135.4,60.1
2008-08-06,9.7,,135.5,66.0
2008-08-07,7.7,,135.5,61.2
2008-08-08,3.5,,135.5,60.6
2008-08-09,0.4,,135.5,45.3
2008-08-10,0.0,0,135.5,40.5
2008-08-11,0.0,0,135.5,43.7
2008-08-12,0.0,0,135.5,50.9
2008-08-13,0.0,0,135.5,48.0
2008-08-14,0.0,0,135.5,62.1
2008-08-15,0.0,0,135.5,70.0
2008-08-16,0.0,0,135.5,70.7
2008-08-17,0.0,0,135.5,73.2
2008-08-18,0.0,0,135.6,61.9
2008-08-19,0.0,0,135.7,48.9
2008-08-20,0.0,0,136.3,47.5
2008-08-21,0.0,0,137.6,40.5
2008-08-22,0.0,0,138.1,40.5
2008-08-23,0.0,0,138.2,50.9
2008-08-24,0.0,0,138.2,56.8
2008-08-25,0.0,0,138.4,47.1
2008-08-26,0.0,0,138.4,36.7
2008-08-27,0.0,0,139.0,39.2
2008-08-28,0.0,0,139.5,40.8
2008-08-29,0.0,0,140.3,49.1
2008-08-30,0.0,0,140.3,40.5
2008-08-31,0.0,0,140.4,34.5
2008-09-01,0.0,0,140.6,34.9
2008-09-02,0.0,0,140.6,35.6
2008-09-03,0.0,0,140.6,40.1
2008-09-04,0.0,0,140.7,41.9
2008-09-05,0.0,0,140.7,44.2
2008-09-06,0.0,0,140.7,45.5
2008-09-07,0.0,0,140.7,52.2
2008-09-08,0.0,0,140.7,52.7
2008-09-09,0.0,0,140.7,49.1
2008-09-10,0.0,0,140.7,44.2
2008-09-11,0.0,0,140.7,52.0
2008-09-12,0.0,0,140.7,54.9
2008-09-13,0.0,0,140.7,45.0
2008-09-14,0.0,0,140.9,53.2
2008-09-15,0.0,0,140.9,61.5
2008-09-16,0.0,0,140.9,61.7
2008-09-17,0.0,0,140.9,63.9
2008-09-18,0.0,0,140.9,61.0
2008-09-19,0.0,0,140.9,56.8
2008-09-20,0.0,0,140.9,45.5
2008-09-21,0.0,0,141.6,38.3
2008-09-22,0.0,0,141.7,38.5
2008-09-23,0.0,0,141.7,29.7
2008-09-24,0.0,0,141.7,49.6
2008-09-25,0.0,0,142.0,43.9
2008-09-26,0.0,0,142.1,40.6
2008-09-27,0.0,0,142.1,43.2
2008-09-28,0.0,0,142.1,45.7
2008-09-29,0.0,0,142.3,56.7
2008-09-30,0.0,0,142.3,62.6
2008-10-01,0.0,0,0.0,59.7
2008-10-02,0.0,0,0.0,61.7
2008-10-03,0.0,0,0.2,42.6
2008-10-04,0.0,0,1.3,43.5
2008-10-05,0.0,0,2.1,33.3
2008-10-06,0.0,0,2.5,38.1
2008-10-07,0.0,0,3.3,41.7
2008-10-08,0.0,0,3.4,28.8
2008-10-09,0.1,5,3.4,28.8
2008-10-10,0.2,2,3.4,25.5
2008-10-11,0.2,4,3.4,31.6
2008-10-12,0.3,,3.4,30.0
2008-10-13,0.4,,3.6,36.3
2008-10-14,0.4,1,4.0,33.8
2008-10-15,0.3,,4.0,30.7
2008-10-16,0.6,3,4.1,32.0
2008-10-17,0.3,,5.0,40.6
2008-10-18,0.3,,5.0,43.2
2008-10-19,0.3,,5.0,29.5
2008-10-20,0.3,2,5.0,40.3
2008-10-21,0.9,,5.3,27.1
2008-10-22,0.9,2,5.3,32.9
2008-10-23,0.8,,5.5,42.3
2008-10-24,0.6,,5.5,33.1
2008-10-25,0.5,,5.5,31.8
2008-10-26,0.4,2,5.6,48.4
2008-10-27,0.4,,5.6,51.3
2008-10-28,0.4,1,5.6,52.2
2008-10-29,0.4,,5.6,45.5
2008-10-30,0.2,,5.6,52.5
2008-10-31,0.2,,5.8,51.4
2008-11-01,0.3,,6.2,44.1
2008-11-02,0.3,,6.5,38.1
2008-11-03,0.4,,7.1,30.6
2008-11-04,0.6,,7.5,32.5
2008-11-05,1.7,,8.0,23.9
2008-11-06,1.8,,8.5,30.6
2008-11-07,2.1,11,11.2,43.7
2008-11-08,1.1,6,12.1,40.1
2008-11-09,0.7,2,12.4,34.9
2008-11-10,0.6,5,12.8,32.7
2008-11-11,0.7,,13.0,29.1
2008-11-12,2.5,10,16.3,42.1
2008-11-13,0.4,6,23.8,35.8
2008-11-14,0.7,10,23.9,31.3
2008-11-15,0.7,4,24.1,41.0
2008-11-16,0.5,7,24.1,45.9
2008-11-17,0.4,7,24.1,52.0
2008-11-18,0.4,8,24.1,46.8
2008-11-19,0.3,8,24.1,38.7
2008-11-20,0.4,8,24.1,40.1
2008-11-21,0.7,,24.3,24.4
2008-11-22,1.0,,24.5,26.2
